Created At,Tweet,Cleaned,Slang Converted,Remove Stop Words,Stemmed,Tokenized,Sentiment,Sentiment Probabilities,Date
2025-02-14 03:14:24+00:00,@billie9eulis Ga semua murid juga butuh makan siang gratis. Malah yg bawa bekal mungkin lebih bergizi dari yg gratis 10rb itu. Progam ini sepertinya hanya utk cari muka.,ga semua murid juga butuh makan siang gratis malah yg bawa bekal mungkin lebih bergizi dari yg gratis rb itu progam ini sepertinya hanya utk cari muka,enggak semua murid juga butuh makan siang gratis malah yang bawa bekal mungkin lebih bergizi dari yang gratis ribu itu progam ini sepertinya hanya untuk cari muka,murid butuh makan siang gratis bawa bekal bergizi gratis ribu progam cari muka,murid butuh makan siang gratis bawa bekal gizi gratis ribu progam cari muka,"['murid', 'butuh', 'makan', 'siang', 'gratis', 'bawa', 'bekal', 'gizi', 'gratis', 'ribu', 'progam', 'cari', 'muka']",netral,"[0.0003966132935602218, 0.9993896484375, 0.00021373320487327874]",2025-02-14
2025-02-14 02:16:47+00:00,"Sebenernya tau tujuan makan gratis tuh baik dan bagus banget gue akui. Dengan diberikannya makan siang gratis dan bergizi bikin anak di Indonesia setidaknya punya gizi yang cukup untuk berkembang it's nice menurut gue, banyak juga yang kena dampak baik nya.",sebenernya tau tujuan makan gratis tuh baik dan bagus banget gue akui dengan diberikannya makan siang gratis dan bergizi bikin anak di indonesia setidaknya punya gizi yang cukup untuk berkembang its nice menurut gue banyak juga yang kena dampak baik nya,sebenarnya tau tujuan makan gratis tuh baik dan bagus banget gue akui dengan diberikannya makan siang gratis dan bergizi bikin anak di indonesia setidaknya punya gizi yang cukup untuk berkembang its nice menurut gue banyak juga yang kena dampak baik nya,tau tujuan makan gratis tuh bagus banget gue akui makan siang gratis bergizi bikin anak indonesia gizi berkembang its nice gue kena dampak nya,tau tuju makan gratis tuh bagus banget gue aku makan siang gratis gizi bikin anak indonesia gizi kembang its nice gue kena dampak nya,"['tau', 'tuju', 'makan', 'gratis', 'tuh', 'bagus', 'banget', 'gue', 'aku', 'makan', 'siang', 'gratis', 'gizi', 'bikin', 'anak', 'indonesia', 'gizi', 'kembang', 'its', 'nice', 'gue', 'kena', 'dampak', 'nya']",positif,"[0.997992992401123, 0.0010462906211614609, 0.0009606811800040305]",2025-02-14
2025-02-14 01:12:15+00:00,"Kenyang siang, bodoh dan miskin seterusnya.   Kita mendukung Makan Bergizi Gratis (MBG) untuk merealisasikan fiksi Indonesia Bubar 2030?  Ingin efisiensi dalam anggaran tapi tidak kompeten mengatur prioritas.  Cukuplah. Jangan 5 tahun menderita. Gak Oke Enggak Gas. Terima kasih.",kenyang siang bodoh dan miskin seterusnya kita mendukung makan bergizi gratis mbg untuk merealisasikan fiksi indonesia bubar ingin efisiensi dalam anggaran tapi tidak kompeten mengatur prioritas cukuplah jangan tahun menderita gak oke enggak gas terima kasih,kenyang siang bodoh dan miskin seterusnya kita mendukung makan bergizi gratis makan bergizi gratis untuk merealisasikan fiksi indonesia bubar ingin efisiensi dalam anggaran tapi tidak kompeten mengatur prioritas cukuplah jangan tahun menderita enggak oke enggak gas terima kasih,kenyang siang bodoh miskin mendukung makan bergizi gratis makan bergizi gratis merealisasikan fiksi indonesia bubar efisiensi anggaran kompeten mengatur prioritas menderita oke gas terima kasih,kenyang siang bodoh miskin dukung makan gizi gratis makan gizi gratis realisasi fiksi indonesia bubar efisiensi anggar kompeten atur prioritas derita oke gas terima kasih,"['kenyang', 'siang', 'bodoh', 'miskin', 'dukung', 'makan', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'realisasi', 'fiksi', 'indonesia', 'bubar', 'efisiensi', 'anggar', 'kompeten', 'atur', 'prioritas', 'derita', 'oke', 'gas', 'terima', 'kasih']",negatif,"[0.00017036381177604198, 0.0006706173880957067, 0.9991589784622192]",2025-02-14
2025-02-13 22:15:32+00:00,"@yessyir Semoga temanmu dapat hidayah, karena gamungkin dia dapat makan siang bergizi gratis",semoga temanmu dapat hidayah karena gamungkin dia dapat makan siang bergizi gratis,semoga temanmu dapat hidayah karena gamungkin dia dapat makan siang bergizi gratis,semoga temanmu hidayah gamungkin makan siang bergizi gratis,moga teman hidayah gamungkin makan siang gizi gratis,"['moga', 'teman', 'hidayah', 'gamungkin', 'makan', 'siang', 'gizi', 'gratis']",netral,"[0.0007058532210066915, 0.9990660548210144, 0.0002280275075463578]",2025-02-13
2025-02-13 22:05:22+00:00,"harusnya sebelum milih lu mikir, program unggulan mereka ""makan siang bergizi gratis"" itu make dana apa? sebelumnya jg pas kampanye udah banyak yang mempertanyakan ini kok, udah banyak kontra soal program ini dulu wkwkwk",harusnya sebelum milih lu mikir program unggulan mereka makan siang bergizi gratis itu make dana apa sebelumnya jg pas kampanye udah banyak yang mempertanyakan ini kok udah banyak kontra soal program ini dulu wkwkwk,harusnya sebelum memilih lu mikir program unggulan mereka makan siang bergizi gratis itu memakai dana apa sebelumnya juga pas kampanye sudah banyak yang mempertanyakan ini kok sudah banyak kontra soal program ini dulu wkwkwk,memilih lu mikir program unggulan makan siang bergizi gratis memakai dana pas kampanye kontra program wkwkwk,pilih lu mikir program unggul makan siang gizi gratis pakai dana pas kampanye kontra program wkwkwk,"['pilih', 'lu', 'mikir', 'program', 'unggul', 'makan', 'siang', 'gizi', 'gratis', 'pakai', 'dana', 'pas', 'kampanye', 'kontra', 'program', 'wkwkwk']",netral,"[0.0003058258444070816, 0.9877892732620239, 0.011904903687536716]",2025-02-13
2025-02-13 21:53:43+00:00,WOOOIII PRABOWO SUBIANTO @prabowo BERHENTIKAN PROGRAM MAKAN SIANG/BERGIZI GRATIS ... PROGRAM INI BAKAL MERUSAK/MENGACAUKAN BANGSA DAN NEGARA INDONESIA... SEMOGA AKAL SEHAT DAN HATI NURANI ANDA MELIHAT INI SEMUA,woooiii prabowo subianto berhentikan program makan siangbergizi gratis program ini bakal merusakmengacaukan bangsa dan negara indonesia semoga akal sehat dan hati nurani anda melihat ini semua,woooiii prabowo subianto berhentikan program makan siangbergizi gratis program ini bakal merusakmengacaukan bangsa dan negara indonesia semoga akal sehat dan hati nurani anda melihat ini semua,woooiii prabowo subianto berhentikan program makan siangbergizi gratis program merusakmengacaukan bangsa negara indonesia semoga akal sehat hati nurani,woooiii prabowo subianto henti program makan siangbergizi gratis program merusakmengacaukan bangsa negara indonesia moga akal sehat hati nurani,"['woooiii', 'prabowo', 'subianto', 'henti', 'program', 'makan', 'siangbergizi', 'gratis', 'program', 'merusakmengacaukan', 'bangsa', 'negara', 'indonesia', 'moga', 'akal', 'sehat', 'hati', 'nurani']",netral,"[0.00013548717834055424, 0.9978335499763489, 0.002030959352850914]",2025-02-13
2025-02-13 21:27:57+00:00,"mending asbun gini sih daripada ""makan siang bergizi gratis""",mending asbun gini sih daripada makan siang bergizi gratis,mending asbun begini sih daripada makan siang bergizi gratis,mending asbun sih makan siang bergizi gratis,mending asbun sih makan siang gizi gratis,"['mending', 'asbun', 'sih', 'makan', 'siang', 'gizi', 'gratis']",negatif,"[0.000215336331166327, 0.00167269806843251, 0.9981119632720947]",2025-02-13
2025-02-13 20:58:13+00:00,Makan Bergizi Gratis jadi Prioritas Utama? oke bro aku belum dapat makan siang gratis mana sini. Temanku kelaparan di sekolah 😀,makan bergizi gratis jadi prioritas utama oke bro aku belum dapat makan siang gratis mana sini temanku kelaparan di sekolah,makan bergizi gratis jadi prioritas utama oke bro aku belum dapat makan siang gratis mana sini temanku kelaparan di sekolah,makan bergizi gratis prioritas utama oke bro makan siang gratis temanku kelaparan sekolah,makan gizi gratis prioritas utama oke bro makan siang gratis teman lapar sekolah,"['makan', 'gizi', 'gratis', 'prioritas', 'utama', 'oke', 'bro', 'makan', 'siang', 'gratis', 'teman', 'lapar', 'sekolah']",netral,"[0.0023371221031993628, 0.9974660873413086, 0.00019683958089444786]",2025-02-13
2025-02-13 20:06:00+00:00,"@HDCNOTORI @vlffldkchan @UGM_FESS saya lebih suka mbg ini ke jalur sembako ke raykat menengah kebawah, karena rasanya ga adil kalo rakyat menengah keatas juga dapet meskipun hanya sekedar makan siang dengan lauk yang “dikatakan bergizi”…",saya lebih suka mbg ini ke jalur sembako ke raykat menengah kebawah karena rasanya ga adil kalo rakyat menengah keatas juga dapet meskipun hanya sekedar makan siang dengan lauk yang dikatakan bergizi,saya lebih suka makan bergizi gratis ini ke jalur sembako ke raykat menengah kebawah karena rasanya enggak adil kalo rakyat menengah keatas juga dapat meskipun hanya sekedar makan siang dengan lauk yang dikatakan bergizi,suka makan bergizi gratis jalur sembako raykat menengah kebawah adil kalo rakyat menengah keatas sekedar makan siang lauk bergizi,suka makan gizi gratis jalur sembako raykat tengah bawah adil kalo rakyat tengah atas dar makan siang lauk gizi,"['suka', 'makan', 'gizi', 'gratis', 'jalur', 'sembako', 'raykat', 'tengah', 'bawah', 'adil', 'kalo', 'rakyat', 'tengah', 'atas', 'dar', 'makan', 'siang', 'lauk', 'gizi']",positif,"[0.9890390634536743, 0.010462121106684208, 0.0004988379077985883]",2025-02-13
2025-02-13 18:53:20+00:00,"Program makan siang gratis terlalu over dan tidak bisa mencukupi gizi masyarakat bos, kalau hanya dapat yg bergizi saat siang lantas pagi dan malamnya? Tidak semua kalangan masyarakat sudah mampu memenuhi gizi mereka dalam sehari",program makan siang gratis terlalu over dan tidak bisa mencukupi gizi masyarakat bos kalau hanya dapat yg bergizi saat siang lantas pagi dan malamnya tidak semua kalangan masyarakat sudah mampu memenuhi gizi mereka dalam sehari,program makan siang gratis terlalu over dan tidak bisa mencukupi gizi masyarakat bos kalau hanya dapat yang bergizi saat siang lantas pagi dan malamnya tidak semua kalangan masyarakat sudah mampu memenuhi gizi mereka dalam sehari,program makan siang gratis over mencukupi gizi masyarakat bos bergizi siang lantas pagi malamnya kalangan masyarakat memenuhi gizi sehari,program makan siang gratis over cukup gizi masyarakat bos gizi siang lantas pagi malam kalang masyarakat penuh gizi hari,"['program', 'makan', 'siang', 'gratis', 'over', 'cukup', 'gizi', 'masyarakat', 'bos', 'gizi', 'siang', 'lantas', 'pagi', 'malam', 'kalang', 'masyarakat', 'penuh', 'gizi', 'hari']",negatif,"[0.0027719014324247837, 0.10585318505764008, 0.8913748860359192]",2025-02-13
2025-02-13 18:22:23+00:00,"@Kocak_313 @tanyarlfes makan siang gratis kak, di domku pada kegiurnya itu, dapet susu, makanan bergizi, pas kampanye gede bgt tuh gambar bertulisan susu gratis",makan siang gratis kak di domku pada kegiurnya itu dapet susu makanan bergizi pas kampanye gede bgt tuh gambar bertulisan susu gratis,makan siang gratis kak di domku pada kegiurnya itu dapat susu makanan bergizi pas kampanye gede banget tuh gambar bertulisan susu gratis,makan siang gratis kak domku kegiurnya susu makanan bergizi pas kampanye gede banget tuh gambar bertulisan susu gratis,makan siang gratis kak dom giur susu makan gizi pas kampanye gede banget tuh gambar tulis susu gratis,"['makan', 'siang', 'gratis', 'kak', 'dom', 'giur', 'susu', 'makan', 'gizi', 'pas', 'kampanye', 'gede', 'banget', 'tuh', 'gambar', 'tulis', 'susu', 'gratis']",netral,"[0.1786661446094513, 0.8188177943229675, 0.0025160640943795443]",2025-02-13
2025-02-13 17:32:28+00:00,"@shagreshy Gua beneran gapapaa, lu ngadain makan bergizi gratis. Tp kalo caranya begini mah mending berantem aja lah hayuk. Okelah anaknya makan siang gratis, tp pagi sama malemnya ortunya udh gabisa ngasih makan lagi karena diphk.",gua beneran gapapaa lu ngadain makan bergizi gratis tp kalo caranya begini mah mending berantem aja lah hayuk okelah anaknya makan siang gratis tp pagi sama malemnya ortunya udh gabisa ngasih makan lagi karena diphk,gua benaran gapapaa lu mengadakan makan bergizi gratis tapi kalo caranya begini mah mending berantem saja lah hayuk okelah anaknya makan siang gratis tapi pagi sama malemnya orang tuanya sudah enggak bisa mengasih makan lagi karena diphk,gua benaran gapapaa lu mengadakan makan bergizi gratis kalo mah mending berantem hayuk okelah anaknya makan siang gratis pagi malemnya orang tuanya mengasih makan diphk,gua benar gapapaa lu ada makan gizi gratis kalo mah mending antem hayuk oke anak makan siang gratis pagi malemnya orang tua asih makan diphk,"['gua', 'benar', 'gapapaa', 'lu', 'ada', 'makan', 'gizi', 'gratis', 'kalo', 'mah', 'mending', 'antem', 'hayuk', 'oke', 'anak', 'makan', 'siang', 'gratis', 'pagi', 'malemnya', 'orang', 'tua', 'asih', 'makan', 'diphk']",netral,"[0.2269212156534195, 0.6266520619392395, 0.1464267075061798]",2025-02-13
2025-02-13 17:02:35+00:00,jadi besok siapa yg dapet makan siang bergizi gratis dari fajar jaki,jadi besok siapa yg dapet makan siang bergizi gratis dari fajar jaki,jadi besok siapa yang dapat makan siang bergizi gratis dari fajar jaki,besok makan siang bergizi gratis fajar jaki,besok makan siang gizi gratis fajar jaki,"['besok', 'makan', 'siang', 'gizi', 'gratis', 'fajar', 'jaki']",netral,"[0.0004180627875030041, 0.9994619488716125, 0.00011998712579952553]",2025-02-13
2025-02-13 16:45:25+00:00,"@tempodotco Kasih anak makan bergizi gratis, makan siang dan makan malam nya malah terancam karena PHK orang tua nya???",kasih anak makan bergizi gratis makan siang dan makan malam nya malah terancam karena phk orang tua nya,kasih anak makan bergizi gratis makan siang dan makan malam nya malah terancam karena phk orang tua nya,kasih anak makan bergizi gratis makan siang makan malam nya terancam phk orang tua nya,kasih anak makan gizi gratis makan siang makan malam nya ancam phk orang tua nya,"['kasih', 'anak', 'makan', 'gizi', 'gratis', 'makan', 'siang', 'makan', 'malam', 'nya', 'ancam', 'phk', 'orang', 'tua', 'nya']",negatif,"[0.00018662639195099473, 0.025486579164862633, 0.9743267893791199]",2025-02-13
2025-02-13 16:39:17+00:00,@Arie_Kriting Ketemu Mbappe di jalanan Paris Kebetulan ane memakai baju Gamis Judulnya Makan Siang Bergizi Gratis Tapi budjetnya dipangkas tipis-tipis  #LestarikanBudayaBangsa,ketemu mbappe di jalanan paris kebetulan ane memakai baju gamis judulnya makan siang bergizi gratis tapi budjetnya dipangkas tipistipis,ketemu mbappe di jalanan paris kebetulan ane memakai baju gamis judulnya makan siang bergizi gratis tapi budjetnya dipangkas tipistipis,ketemu mbappe jalanan paris ane memakai baju gamis judulnya makan siang bergizi gratis budjetnya dipangkas tipistipis,ketemu mbappe jalan paris ane pakai baju gamis judul makan siang gizi gratis budjetnya pangkas tipistipis,"['ketemu', 'mbappe', 'jalan', 'paris', 'ane', 'pakai', 'baju', 'gamis', 'judul', 'makan', 'siang', 'gizi', 'gratis', 'budjetnya', 'pangkas', 'tipistipis']",netral,"[0.0005482719279825687, 0.9993391633033752, 0.00011252728290855885]",2025-02-13
2025-02-13 16:26:58+00:00,"menurut aku jika pendidikan diprioritaskan dan tingkat kesejahteraan masyarakat ditingkatkan, tujuan MBG perlahan akan tercapai. makan bergizi gratis tuh konyol, ""anak makan siang gratis, pas malem kelaparan karena ortunya di PHK"" kata-kata semacam ini sering banget seliweran.",menurut aku jika pendidikan diprioritaskan dan tingkat kesejahteraan masyarakat ditingkatkan tujuan mbg perlahan akan tercapai makan bergizi gratis tuh konyol anak makan siang gratis pas malem kelaparan karena ortunya di phk katakata semacam ini sering banget seliweran,menurut aku jika pendidikan diprioritaskan dan tingkat kesejahteraan masyarakat ditingkatkan tujuan makan bergizi gratis perlahan akan tercapai makan bergizi gratis tuh konyol anak makan siang gratis pas malam kelaparan karena orang tuanya di phk katakata semacam ini sering banget seliweran,pendidikan diprioritaskan tingkat kesejahteraan masyarakat ditingkatkan tujuan makan bergizi gratis perlahan tercapai makan bergizi gratis tuh konyol anak makan siang gratis pas malam kelaparan orang tuanya phk katakata banget seliweran,didik prioritas tingkat sejahtera masyarakat tingkat tuju makan gizi gratis perlahan capai makan gizi gratis tuh konyol anak makan siang gratis pas malam lapar orang tua phk katakata banget seliwer,"['didik', 'prioritas', 'tingkat', 'sejahtera', 'masyarakat', 'tingkat', 'tuju', 'makan', 'gizi', 'gratis', 'perlahan', 'capai', 'makan', 'gizi', 'gratis', 'tuh', 'konyol', 'anak', 'makan', 'siang', 'gratis', 'pas', 'malam', 'lapar', 'orang', 'tua', 'phk', 'katakata', 'banget', 'seliwer']",negatif,"[0.0003898381837643683, 0.00043393351370468736, 0.9991762042045593]",2025-02-13
2025-02-13 15:01:33+00:00,"@prabowo @RTErdogan Buat apa IKN klo anak2 kita semakin bodoh krn pendidikan tdk bermutu, buat apa makan siang bergizi gratis klo dirmh jd tdk bs makan bergizi. Buat apa proyek mercusuar klo rakyatnya dibuat miskin, tlng bijak dlm kebijakan,kebijaksanaan dlm membuat keputusan, inget hidup cmn sekali",buat apa ikn klo anak kita semakin bodoh krn pendidikan tdk bermutu buat apa makan siang bergizi gratis klo dirmh jd tdk bs makan bergizi buat apa proyek mercusuar klo rakyatnya dibuat miskin tlng bijak dlm kebijakankebijaksanaan dlm membuat keputusan inget hidup cmn sekali,buat apa ikn kalo anak kita semakin bodoh karena pendidikan tidak bermutu buat apa makan siang bergizi gratis kalo dirumah jadi tidak bisa makan bergizi buat apa proyek mercusuar kalo rakyatnya dibuat miskin tlng bijak dalam kebijakankebijaksanaan dalam membuat keputusan ingat hidup cuman sekali,ikn kalo anak bodoh pendidikan bermutu makan siang bergizi gratis kalo dirumah makan bergizi proyek mercusuar kalo rakyatnya miskin tlng bijak kebijakankebijaksanaan keputusan hidup cuman,ikn kalo anak bodoh didik mutu makan siang gizi gratis kalo rumah makan gizi proyek mercusuar kalo rakyat miskin tlng bijak kebijakankebijaksanaan putus hidup cuman,"['ikn', 'kalo', 'anak', 'bodoh', 'didik', 'mutu', 'makan', 'siang', 'gizi', 'gratis', 'kalo', 'rumah', 'makan', 'gizi', 'proyek', 'mercusuar', 'kalo', 'rakyat', 'miskin', 'tlng', 'bijak', 'kebijakankebijaksanaan', 'putus', 'hidup', 'cuman']",negatif,"[4.9352423957316205e-05, 0.0001725974289001897, 0.9997780919075012]",2025-02-13
2025-02-13 15:01:18+00:00,"Makin ngga jelas aja ini negara demi makan siang gratis, mending pemerintah fokus aja nurunin harga bahan pokok nanti juga orang tua mampu beliin anaknya makanan bergizi",makin ngga jelas aja ini negara demi makan siang gratis mending pemerintah fokus aja nurunin harga bahan pokok nanti juga orang tua mampu beliin anaknya makanan bergizi,makin enggak jelas saja ini negara demi makan siang gratis mending pemerintah fokus saja nurunin harga bahan pokok nanti juga orang tua mampu membelikan anaknya makanan bergizi,negara makan siang gratis mending pemerintah fokus nurunin harga bahan pokok orang tua membelikan anaknya makanan bergizi,negara makan siang gratis mending perintah fokus nurunin harga bahan pokok orang tua beli anak makan gizi,"['negara', 'makan', 'siang', 'gratis', 'mending', 'perintah', 'fokus', 'nurunin', 'harga', 'bahan', 'pokok', 'orang', 'tua', 'beli', 'anak', 'makan', 'gizi']",negatif,"[0.00045593269169330597, 0.04043874517083168, 0.959105372428894]",2025-02-13
2025-02-13 14:41:59+00:00,"@Jhonkosmik Program makan siang ga gratis ini sama saja menyepelekan orang tua yang sudah mampu memberikan makan bergizi pada anaknya, seharusnya program ini dikhususkan bagi mereka tidak mampu.",program makan siang ga gratis ini sama saja menyepelekan orang tua yang sudah mampu memberikan makan bergizi pada anaknya seharusnya program ini dikhususkan bagi mereka tidak mampu,program makan siang enggak gratis ini sama saja menyepelekan orang tua yang sudah mampu memberikan makan bergizi pada anaknya seharusnya program ini dikhususkan bagi mereka tidak mampu,program makan siang gratis menyepelekan orang tua makan bergizi anaknya program dikhususkan,program makan siang gratis sepele orang tua makan gizi anak program khusus,"['program', 'makan', 'siang', 'gratis', 'sepele', 'orang', 'tua', 'makan', 'gizi', 'anak', 'program', 'khusus']",netral,"[0.0001622294366825372, 0.9991636276245117, 0.0006741427932865918]",2025-02-13
2025-02-13 13:55:35+00:00,"makan siang gratis bergizi juga lebih enakan ayam geybok bang jarwo, lebih enak dan lebih bergizi juga",makan siang gratis bergizi juga lebih enakan ayam geybok bang jarwo lebih enak dan lebih bergizi juga,makan siang gratis bergizi juga lebih enakan ayam geybok bang jarwo lebih enak dan lebih bergizi juga,makan siang gratis bergizi enakan ayam geybok bang jarwo enak bergizi,makan siang gratis gizi enak ayam geybok bang jarwo enak gizi,"['makan', 'siang', 'gratis', 'gizi', 'enak', 'ayam', 'geybok', 'bang', 'jarwo', 'enak', 'gizi']",positif,"[0.9995409250259399, 0.0002471302868798375, 0.00021200596529524773]",2025-02-13
2025-02-13 13:22:13+00:00,program MBG (Makan siang kurang Bergizi DARI PAJAK).,program mbg makan siang kurang bergizi dari pajak,program makan bergizi gratis makan siang kurang bergizi dari pajak,program makan bergizi gratis makan siang bergizi pajak,program makan gizi gratis makan siang gizi pajak,"['program', 'makan', 'gizi', 'gratis', 'makan', 'siang', 'gizi', 'pajak']",netral,"[0.0002489130129106343, 0.9996457099914551, 0.00010535297769820318]",2025-02-13
2025-02-13 12:59:10+00:00,"-gagal mutus rantai kemiskinan, demi bisa makan siang gratis, orang tua tercekik karena efisiensi, demi anak mendapat makan bergizi  😊👍🏻   karena jika masyarakat mereka terdidik, akan jadi masalah bagi pemimpin 😎😎",gagal mutus rantai kemiskinan demi bisa makan siang gratis orang tua tercekik karena efisiensi demi anak mendapat makan bergizi karena jika masyarakat mereka terdidik akan jadi masalah bagi pemimpin,gagal mutus rantai kemiskinan demi bisa makan siang gratis orang tua tercekik karena efisiensi demi anak mendapat makan bergizi karena jika masyarakat mereka terdidik akan jadi masalah bagi pemimpin,gagal mutus rantai kemiskinan makan siang gratis orang tua tercekik efisiensi anak makan bergizi masyarakat terdidik pemimpin,gagal mutus rantai miskin makan siang gratis orang tua cekik efisiensi anak makan gizi masyarakat didik pimpin,"['gagal', 'mutus', 'rantai', 'miskin', 'makan', 'siang', 'gratis', 'orang', 'tua', 'cekik', 'efisiensi', 'anak', 'makan', 'gizi', 'masyarakat', 'didik', 'pimpin']",negatif,"[4.6295084757730365e-05, 0.00012556831643451005, 0.9998281002044678]",2025-02-13
2025-02-13 12:07:40+00:00,@masukteksip demi makan siang gratis yang katanya bergizi 😋,demi makan siang gratis yang katanya bergizi,demi makan siang gratis yang katanya bergizi,makan siang gratis bergizi,makan siang gratis gizi,"['makan', 'siang', 'gratis', 'gizi']",positif,"[0.930526614189148, 0.06873343139886856, 0.0007399595342576504]",2025-02-13
2025-02-13 12:05:37+00:00,"katanya sih PTN gratis, kesehatan gratis, semuanya gratis. ujung² nya malah dipangkas demi makan siang gratis yg katanya bergizi🤣",katanya sih ptn gratis kesehatan gratis semuanya gratis ujung² nya malah dipangkas demi makan siang gratis yg katanya bergizi,katanya sih ptn gratis kesehatan gratis semuanya gratis ujung² nya malah dipangkas demi makan siang gratis yang katanya bergizi,sih ptn gratis kesehatan gratis gratis ujung² nya dipangkas makan siang gratis bergizi,sih ptn gratis sehat gratis gratis ujung nya pangkas makan siang gratis gizi,"['sih', 'ptn', 'gratis', 'sehat', 'gratis', 'gratis', 'ujung', 'nya', 'pangkas', 'makan', 'siang', 'gratis', 'gizi']",netral,"[0.04037591069936752, 0.7496463060379028, 0.20997783541679382]",2025-02-13
2025-02-13 11:25:49+00:00,"Ya Allah😭😭💔💔💔  Program makan siang bergizi gratis, program enggak merata, ada sekolah-sekolah yang belum dapat, program nggak jelas!makanan gratis? Nggak ada yang gratis!Harus ada yang selalu dibayar dan ternyata pendidikan kita yang terancam #savekipkuliah #turunkanuktptn",ya allah program makan siang bergizi gratis program enggak merata ada sekolahsekolah yang belum dapat program nggak jelasmakanan gratis nggak ada yang gratisharus ada yang selalu dibayar dan ternyata pendidikan kita yang terancam,ya allah program makan siang bergizi gratis program enggak merata ada sekolahsekolah yang belum dapat program enggak jelasmakanan gratis enggak ada yang gratisharus ada yang selalu dibayar dan ternyata pendidikan kita yang terancam,ya allah program makan siang bergizi gratis program merata sekolahsekolah program jelasmakanan gratis gratisharus dibayar pendidikan terancam,ya allah program makan siang gizi gratis program rata sekolahsekolah program jelasmakanan gratis gratisharus bayar didik ancam,"['ya', 'allah', 'program', 'makan', 'siang', 'gizi', 'gratis', 'program', 'rata', 'sekolahsekolah', 'program', 'jelasmakanan', 'gratis', 'gratisharus', 'bayar', 'didik', 'ancam']",negatif,"[7.358755829045549e-05, 0.0002716234012041241, 0.9996547698974609]",2025-02-13
2025-02-13 10:57:38+00:00,"Serba-serbi efisiensi anggaran, naik turun demi Makan Bergizi Gratis.  1 Anak makan siang gratis, 1 keluarga tidak makan seharian, orang tua kehilangan pekerjaan, kakaknya terancam tidak bisa kuliah.",serbaserbi efisiensi anggaran naik turun demi makan bergizi gratis anak makan siang gratis keluarga tidak makan seharian orang tua kehilangan pekerjaan kakaknya terancam tidak bisa kuliah,serbaserbi efisiensi anggaran naik turun demi makan bergizi gratis anak makan siang gratis keluarga tidak makan seharian orang tua kehilangan pekerjaan kakaknya terancam tidak bisa kuliah,serbaserbi efisiensi anggaran turun makan bergizi gratis anak makan siang gratis keluarga makan seharian orang tua kehilangan pekerjaan kakaknya terancam kuliah,serbaserbi efisiensi anggar turun makan gizi gratis anak makan siang gratis keluarga makan hari orang tua hilang kerja kakak ancam kuliah,"['serbaserbi', 'efisiensi', 'anggar', 'turun', 'makan', 'gizi', 'gratis', 'anak', 'makan', 'siang', 'gratis', 'keluarga', 'makan', 'hari', 'orang', 'tua', 'hilang', 'kerja', 'kakak', 'ancam', 'kuliah']",netral,"[0.00048204249469563365, 0.9983254075050354, 0.0011925639118999243]",2025-02-13
2025-02-13 10:48:33+00:00,mangkas anggaran pendidikan buat apa? buat makan siang gratis yg gak bergizi itu yg ujung2nya bakalan jadi TAI,mangkas anggaran pendidikan buat apa buat makan siang gratis yg gak bergizi itu yg ujungnya bakalan jadi tai,mangkas anggaran pendidikan buat apa buat makan siang gratis yang enggak bergizi itu yang ujungnya bakalan jadi tahi,mangkas anggaran pendidikan makan siang gratis bergizi ujungnya tahi,mangkas anggar didik makan siang gratis gizi ujung tahi,"['mangkas', 'anggar', 'didik', 'makan', 'siang', 'gratis', 'gizi', 'ujung', 'tahi']",netral,"[0.0002896298246923834, 0.8838815689086914, 0.11582879722118378]",2025-02-13
2025-02-13 10:36:51+00:00,Alhamdulillah kantor sediakan makan siang bergizi gratis imbas ke-hectic-an dan kepusingan beberapa hari ini 😂,alhamdulillah kantor sediakan makan siang bergizi gratis imbas kehectican dan kepusingan beberapa hari ini,alhamdulillah kantor sediakan makan siang bergizi gratis imbas kehectican dan kepusingan beberapa hari ini,alhamdulillah kantor sediakan makan siang bergizi gratis imbas kehectican kepusingan,alhamdulillah kantor sedia makan siang gizi gratis imbas kehectican pusing,"['alhamdulillah', 'kantor', 'sedia', 'makan', 'siang', 'gizi', 'gratis', 'imbas', 'kehectican', 'pusing']",positif,"[0.9990317821502686, 0.00045840072561986744, 0.0005098420078866184]",2025-02-13
